title,url,img,ingredients
Homemade Chili Seasoning,https://www.budgetbytes.com/homemade-chili-seasoning/,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20268%20200'%3E%3C/svg%3E","['chili powder', 'ground cumin', 'cayenne pepper', 'garlic powder', 'onion powder', 'salt', 'approximately freshly ground pepper']"
BBQ Tofu Sliders,https://www.budgetbytes.com/bbq-tofu-sliders/,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20268%20200'%3E%3C/svg%3E","['firm or extra firm tofu', 'smoked paprika', 'garlic powder', 'salt', 'freshly cracked pepper', 'cornstarch', 'cooking oil', 'BBQ Sauce']"
Creamy Tuna Pasta,https://www.budgetbytes.com/creamy-tuna-pasta-with-peas-and-parmesan/,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20268%20200'%3E%3C/svg%3E","['pasta', 'butter', 'garlic, minced', 'frozen peas', 'half and half*', 'shredded Parmesan', 'solid Albacore tuna, drained']"
Kale White Bean and Pesto Salad,https://www.budgetbytes.com/make-ahead-kale-white-bean-and-pesto-salad/,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20268%20200'%3E%3C/svg%3E","['kale, finely chopped', 'cannellini beans', 'cooked chicken breast*', 'grape tomatoes', 'pesto', 'large lemon, cut into wedges']"
Quinoa Tabbouleh,https://www.budgetbytes.com/quinoa-tabbouleh/,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20268%20200'%3E%3C/svg%3E","['uncooked quinoa ', 'large lemon ', 'garlic ', 'olive oil ', 'salt ', 'large tomato ', 'large cucumber ', 'bunch curly leaf parsley ']"
Beef Kofta Meatballs with Roasted Vegetables,https://www.budgetbytes.com/beef-kofta-meatballs-with-roasted-vegetables/,https://www.budgetbytes.com/wp-content/uploads/2018/06/Beef-Kofta-Meatballs-with-Roasted-Vegetables-finished-268x200.jpg,"['zucchini', 'yellow squash', 'grape tomatoes', 'red onion', 'olive oil', 'garlic powder', 'dried oregano', 'salt & pepper']"
Fresh Tomato Basil Pasta with Ricotta,https://www.budgetbytes.com/fresh-tomato-basil-pasta-with-ricotta/,https://www.budgetbytes.com/wp-content/uploads/2018/05/Fresh-Tomato-Basil-Pasta-with-Ricotta-plate-268x200.jpg,"['pasta (any shape)', 'olive oil', 'garlic', 'grape tomatoes', 'butter', 'fresh basil, loosely packed', 'whole milk ricotta', 'salt & pepper to taste']"
Peanut Butter Fluff Cups,https://www.budgetbytes.com/peanut-butter-fluff-cups/,https://www.budgetbytes.com/wp-content/uploads/2018/05/Peanut-Butter-Fluff-Cups-dip-268x200.jpg,"['heavy whipping cream', 'granulated sugar', 'vanilla extract', 'creamy natural peanut butter', 'cream cheese', 'powdered sugar', 'milk', 'chocolate graham crackers']"
Thai Coconut Curry Carrot Soup,https://www.budgetbytes.com/thai-coconut-curry-carrot-soup/,https://www.budgetbytes.com/wp-content/uploads/2018/05/Thai-Coconut-Curry-Carrot-Soup-H1-268x200.jpg,"['butter or coconut oil', 'yellow onion', 'red Thai curry paste', 'carrots', 'sweet potato (about 3/4 lb.)', 'vegetable broth*', 'full fat coconut milk', 'salt and pepper to taste']"
Smoky Chicken and Cinnamon Roasted Sweet Potato Meal Prep,https://www.budgetbytes.com/smoky-chicken-and-cinnamon-roasted-sweet-potato-meal-prep/,https://www.budgetbytes.com/wp-content/uploads/2018/05/Smoky-Chicken-and-Cinnamon-Roasted-Sweet-Potato-meal-prep-H2-268x200.jpg,"['sweet potatoes (about 3/4 lb. each)', 'cooking oil', 'cinnamon', 'cayenne pepper', 'salt']"
Jessica Gavin’s Honey Hoisin Garlic Chicken,https://www.budgetbytes.com/jessica-gavins-honey-hoisin-garlic-chicken/,https://www.budgetbytes.com/wp-content/uploads/2018/05/Honey-Hoisin-Garlic-Chicken-H-268x200.jpg,"['bone-in, skin-on chicken thighs*', 'salt and pepper', 'vegetable oil', 'hoisin sauce', 'soy sauce', 'honey', 'hot water', 'minced ginger', 'garlic, minced', 'sesame seeds for garnish (optional)', 'fresh cilantro for garnish (optional)']"
Green Chile Turkey Burgers,https://www.budgetbytes.com/green-chile-turkey-burgers/,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20268%20200'%3E%3C/svg%3E","['ground turkey', 'diced green chiles, drained', 'ground cumin', 'garlic powder', 'salt', 'green onions, sliced', 'pepper jack cheese, shredded', 'hamburger buns', 'large tomato (optional)', 'large avocado (optional)']"
Garlicky Kale and Ricotta Pizza,https://www.budgetbytes.com/garlicky-kale-and-ricotta-pizza/,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20268%20200'%3E%3C/svg%3E","['olive oil ', 'garlic, minced', 'torn kale leaves']"
Strawberry Shortcake with Homemade Biscuits,https://www.budgetbytes.com/strawberry-shortcake/,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20268%20200'%3E%3C/svg%3E","['fresh strawberries', 'sugar']"
Slow Cooker Chicken Tortilla Soup,https://www.budgetbytes.com/slow-cooker-chicken-tortilla-soup/,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20268%20200'%3E%3C/svg%3E","['yellow onion', 'garlic', 'boneless, skinless chicken breast', 'chili powder *', 'ground cumin', 'smoked paprika', 'cayenne pepper (optional)', 'freshly cracked black pepper', 'fire roasted tomatoes', 'diced tomatoes with green chiles', 'black beans', 'frozen corn kernels', 'chicken broth**']"
Roasted Summer Vegetables,https://www.budgetbytes.com/roasted-summer-vegetables/,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20268%20200'%3E%3C/svg%3E","['zucchini (about 1.25 lbs.)', 'yellow squash (about 0.5 lbs.)', 'small red onion (about 0.5 lbs.)', 'red bell pepper', 'olive oil', 'dried basil', 'salt and pepper to taste', 'chopped fresh parsley (optional)']"
The Best Weeknight Pasta Sauce,https://www.budgetbytes.com/the-best-weeknight-pasta-sauce/,https://www.budgetbytes.com/wp-content/uploads/2018/04/The-Best-Weeknight-Pasta-Sauce-plate-H1-268x200.jpg,"['ground beef', 'olive oil', 'onion', 'butter', 'crushed tomatoes', 'Italian seasoning blend', 'Freshly cracked pepper', 'Salt, to taste']"
Make Ahead Microwave Breakfast Scrambles,https://www.budgetbytes.com/make-ahead-microwave-breakfast-scrambles/,https://www.budgetbytes.com/wp-content/uploads/2018/04/Make-Ahead-Microwave-Breakfast-Scrambles-assembled-268x200.jpg,"['ham, diced', 'diced bell pepper', 'diced onion', 'shredded sharp cheddar', 'butter', 'seasoning salt', 'eggs']"
Black Bean and Avocado Enchiladas,https://www.budgetbytes.com/black-bean-avocado-enchiladas/,https://www.budgetbytes.com/wp-content/uploads/2013/04/Black-Bean-and-Avocado-Enchiladas-close-268x200.jpg,"['cooking oil*', 'all-purpose flour', 'chili powder**', 'water', 'tomato paste (1/2 of a 6oz can)', 'ground cumin', 'garlic powder', 'cayenne pepper', 'unsweetened cocoa powder', 'salt']"
Easiest Burrito Bowl Meal Prep,https://www.budgetbytes.com/easiest-burrito-bowl-meal-prep/,https://www.budgetbytes.com/wp-content/uploads/2018/04/Easiest-Burrito-Bowl-Meal-Prep-H3-268x200.jpg,"['cooked rice', 'ground turkey or beef', 'taco seasoning*', 'frozen corn kernels', 'black beans', 'cheese (about 1 cup shredded)', 'salsa', 'green onions']"
Ratatouille Frittata,https://www.budgetbytes.com/ratatouille-frittata/,https://www.budgetbytes.com/wp-content/uploads/2018/04/Ratatouille-Frittata-H-268x200.jpg,"['eggplant', 'zucchini', 'yellow onion', 'grape tomatoes', 'dried basil', 'dried oregano', 'crushed red pepper', 'salt and pepper', 'olive oil, divided', 'garlic, minced', 'large eggs', 'milk', 'Parmesan']"
Spinach Chickpea and Quinoa Salad,https://www.budgetbytes.com/spinach-chickpea-and-quinoa-salad/,https://www.budgetbytes.com/wp-content/uploads/2018/04/Spinach-Chickpea-and-Quinoa-Salad-H-268x200.jpg,"['cooked quinoa (or other grain)', 'olive oil', 'red wine vinegar', 'lemon juice', 'dried oregano', 'garlic powder', 'salt', 'Freshly cracked black pepper', 'fresh spinach', 'grape tomatoes', 'chickpeas', 'feta']"
Carrot Cake Baked Oatmeal,https://www.budgetbytes.com/carrot-cake-baked-oatmeal/,https://www.budgetbytes.com/wp-content/uploads/2018/03/Carrot-Cake-Baked-Oatmeal-pour-268x200.jpg,"['carrots', 'eggs', 'brown sugar', 'cinnamon', 'ground nutmeg', 'baking powder', 'salt', 'milk', 'old-fashioned rolled oats', 'chopped walnuts*', 'raisins*']"
Loaded Avocado Dip,https://www.budgetbytes.com/best-ever-avocado-dip/,https://www.budgetbytes.com/wp-content/uploads/2014/05/Best-Ever-Avocado-Dip-H1-268x200.jpg,"['ripe avocados ', 'pineapple chunks, drained ', 'red onion ', 'Chopped fresh cilantro', 'sriracha hot sauce ', 'salt ', 'hard-boiled eggs ']"
Scallion Herb Cream Cheese Spread,https://www.budgetbytes.com/scallion-herb-cream-cheese-spread/,https://www.budgetbytes.com/wp-content/uploads/2018/03/Scallion-Herb-Cream-Cheese-Spread-vegetables-268x200.jpg,"['cream cheese, room temperature', 'finely chopped fresh parsley', 'finely chopped fresh cilantro', 'green onion, thinly sliced', 'garlic powder', 'salt', 'lemon juice']"
Beef and Cabbage Soup,https://www.budgetbytes.com/beef-and-cabbage-soup/,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20268%20200'%3E%3C/svg%3E","['yellow onion', 'garlic', 'olive oil', 'ground beef', 'cabbage, shredded (about 1 lb.)', 'stewed tomatoes', 'dried oregano', 'dried basil', 'freshly cracked black pepper', 'beef broth*', 'Worcestershire sauce', 'lemon', 'fresh parsley']"
Vinaigrette Slaw with Feta,https://www.budgetbytes.com/vinaigrette-slaw-with-feta/,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20268%20200'%3E%3C/svg%3E","['green cabbage, shredded*', 'purple cabbage, shredded', 'feta cheese ', 'Caesar dressing**']"
Almost Eggs Benedict,https://www.budgetbytes.com/almost-eggs-benedict/,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20268%20200'%3E%3C/svg%3E","['butter, divided', 'English muffins', 'large eggs, divided', 'ham', 'water', 'lemon (or about 1/2 Tbsp juice)*', 'cayenne', 'salt and pepper']"
Chicken and Dumplings with Vegetables,https://www.budgetbytes.com/chicken-dumplings-vegetables/,https://www.budgetbytes.com/wp-content/uploads/2018/03/Chicken-and-Dumplings-with-Vegetables-bowl-268x200.jpg,"['yellow onion ', 'carrots', 'ribs celery', 'olive oil', 'split chicken breasts*, about 2.5 lbs. total', 'chicken broth **', 'salt and pepper to taste', 'whole milk', 'all-purpose flour', 'frozen peas', 'chopped fresh parsley']"
Cheddar Scallion Scones,https://www.budgetbytes.com/cheddar-scallion-scones/,https://www.budgetbytes.com/wp-content/uploads/2014/06/Cheddar-Scallion-Scones-circle-268x200.jpg,"['all purpose flour', 'sugar', 'salt', 'baking powder', 'garlic powder', 'freshly cracked pepper', 'cold butter', 'shredded sharp cheddar', 'green onions, sliced', 'milk', 'large eggs']"
Vegetarian 15 Bean Soup,https://www.budgetbytes.com/vegetarian-15-bean-soup/,https://www.budgetbytes.com/wp-content/uploads/2018/02/Vegetarian-15-Bean-Soup-eat-268x200.jpg,"['15 bean soup mix*', 'coconut oil**', 'yellow onion', 'garlic', 'carrots', 'celery', 'water', 'diced tomatoes', 'cumin', 'oregano', 'smoked paprika', 'cayenne pepper', 'Freshly cracked pepper', 'chopped fresh parsley', 'salt', 'apple cider vinegar']"
Tuscan White Bean Pasta,https://www.budgetbytes.com/tuscan-white-bean-pasta/,https://www.budgetbytes.com/wp-content/uploads/2010/06/Tuscan-White-Bean-Pasta-bowl-268x200.jpg,"['linguine or fettuccine', 'olive oil ', 'butter', 'garlic, minced', 'grape or cherry tomatoes ', 'cranks freshly ground pepper ', 'salt ', 'dried basil ', 'cannellini beans', 'baby spinach', 'shredded parmesan']"
Herb Butter Chicken Thighs,https://www.budgetbytes.com/herb-butter-chicken-thighs/,https://www.budgetbytes.com/wp-content/uploads/2018/02/Dredge-Chicken-Thighs-in-Herb-Butter-Sauce-268x200.jpg,"['boneless skinless chicken thighs (about 1/3 lb. each)', 'salt and pepper', 'olive oil', 'garlic, minced', 'Italian seasoning herb blend', 'chicken broth*', 'butter', 'fresh parsley, chopped (optional garnish)']"
No Knead Pan Pizza,https://www.budgetbytes.com/knead-pan-pizza/,https://www.budgetbytes.com/wp-content/uploads/2014/08/Baked-No-Knead-Pan-Pizza-268x200.jpg,"['all-purpose flour', 'instant or bread machine yeast', 'salt', 'olive oil', 'water']"
Coconut Curry Hummus,https://www.budgetbytes.com/coconut-curry-hummus/,https://www.budgetbytes.com/wp-content/uploads/2018/02/Coconut-Curry-Hummus-H1-268x200.jpg,"['chickpeas', 'garlic, minced', 'tahini', 'lime (2 Tbsp juice, 1/2 tsp zest)', 'curry powder', 'salt', 'coconut milk']"
Sweet Potato Tacos with Lime Crema,https://www.budgetbytes.com/sweet-potato-tacos-with-lime-crema/,https://www.budgetbytes.com/wp-content/uploads/2015/07/Sweet-Potato-Tacos-H1-268x200.jpg,"['sour cream', 'fresh lime ', 'salt ', 'garlic ']"
Pepperoni Pasta Salad,https://www.budgetbytes.com/pepperoni-pasta-salad/,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20268%20200'%3E%3C/svg%3E","['bowtie pasta', 'salt (for pasta water)', 'fresh baby spinach', 'kidney beans', 'pepperoni', 'mozzarella, cubed', 'grape tomatoes', 'Italian or Caesar dressing', 'Parmesan (optional)', 'Freshly cracked pepper (optional)']"
Enchilada Bubble Up Casserole,https://www.budgetbytes.com/enchilada-bubble-casserole/,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20268%20200'%3E%3C/svg%3E","['cooking oil', 'all-purpose flour', 'chili powder*', 'water', 'tomato paste', 'ground cumin', 'garlic powder', 'cayenne pepper', 'salt, to taste']"
Sweet Crunch Winter Salad,https://www.budgetbytes.com/sweet-crunch-winter-salad/,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20268%20200'%3E%3C/svg%3E","['tahini', 'water', 'lemon juice', 'maple syrup', 'salt', 'garlic powder', 'cayenne pepper']"
Spinach Artichoke Quesadillas,https://www.budgetbytes.com/spinach-artichoke-quesadillas/,https://www.budgetbytes.com/wp-content/uploads/2018/02/Spinach-Artichoke-Quesadillas-lineup-268x200.jpg,"['spinach artichoke dip', 'flour tortillas', 'shredded rotisserie chicken', 'hot sauce']"
Chicken Adobo,https://www.budgetbytes.com/chicken-adobo/,https://www.budgetbytes.com/wp-content/uploads/2011/07/Chicken-Adobo-above-268x200.jpg,"['skin-on, bone-in chicken', 'soy sauce ', 'apple cider vinegar ', 'vegetable oil ', 'honey ', 'whole bay leaves ', 'minced garlic (about 2 cloves)', 'black peppercorns ']"
Pork and Peanut Dragon Noodles,https://www.budgetbytes.com/pork-peanut-dragon-noodles/,https://www.budgetbytes.com/wp-content/uploads/2018/01/Pork-and-Peanut-Dragon-Noodles-eat-1-268x200.jpg,"['chili garlic sauce', 'soy sauce', 'brown sugar']"
Chorizo Sweet Potato Skillet,https://www.budgetbytes.com/chorizo-sweet-potato-skillet/,https://www.budgetbytes.com/wp-content/uploads/2014/06/Chorizo-Sweet-Potato-Skillet-eat-268x200.jpg,"['olive oil', 'sweet potato (1 lb.)', 'Mexican chorizo', 'black beans', 'uncooked long grain white rice', 'salsa (red or green)', 'chicken broth', 'shredded cheese', 'green onions, sliced']"
Spicy Roasted Cauliflower with Cheese Sauce,https://www.budgetbytes.com/spicy-roasted-cauliflower-cheese-sauce/,https://www.budgetbytes.com/wp-content/uploads/2018/01/Spicy-Roasted-Cauliflower-with-Cheese-Sauce-eat-268x200.jpg,"['smoked paprika', 'garlic powder', 'cayenne pepper', 'salt', 'Freshly cracked pepper', 'frozen cauliflower florets', 'olive oil']"
Sheet Pan BBQ Meatloaf Dinner,https://www.budgetbytes.com/sheet-pan-bbq-meatloaf-dinner/,https://www.budgetbytes.com/wp-content/uploads/2018/01/Sheet-Pan-BBQ-Meatloaf-Dinner-plate-268x200.jpg,"['sweet potato (about 1 lb.)', 'frozen broccoli florets', 'olive oil', 'seasoning salt*', 'salt and pepper to taste']"
Greek Chicken Wraps,https://www.budgetbytes.com/greek-chicken-wraps/,https://www.budgetbytes.com/wp-content/uploads/2018/01/Greek-Chicken-Wrap-plate-268x200.jpg,"['olive oil', 'lemon juice', 'garlic, minced', 'dried oregano', 'salt', 'Freshly cracked pepper', 'boneless, skinless chicken thighs (about 1.8 lbs.)']"
Roasted Eggplant with Meat Sauce,https://www.budgetbytes.com/roasted-eggplant-meat-sauce/,https://www.budgetbytes.com/wp-content/uploads/2018/01/Roasted-Eggplant-with-Meat-Sauce-plate-268x200.jpg,"['olive oil', 'garlic, minced', 'Italian seasoning blend', 'salt', 'eggplant (about 7″-8″ long)']"
Tomato Basil No Knead Bread,https://www.budgetbytes.com/tomato-basil-no-knead-bread/,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20268%20200'%3E%3C/svg%3E","['sun dried tomatoes*', 'all-purpose flour', 'instant or bread machine yeast', 'salt', 'dried basil', 'warm water ', 'tomato paste', 'mozzarella, shredded (optional)']"
Slow Simmered Black Eyed Peas and Greens,https://www.budgetbytes.com/slow-simmered-black-eyed-peas-greens/,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20268%20200'%3E%3C/svg%3E","['black eyed peas (dry)', 'olive oil', 'onion', 'garlic', 'celery', 'oregano', 'smoked paprika', 'cayenne pepper', 'Freshly cracked pepper', 'bay leaf', 'vegetable broth', 'fresh greens*']"
Bacon Broccoli Cheddar Crustless Quiche,https://www.budgetbytes.com/bacon-broccoli-cheddar-crustless-quiche/,https://www.budgetbytes.com/wp-content/uploads/2018/01/Bacon-Broccoli-Cheddar-Crustless-Quiche-fork-268x200.jpg,"['frozen broccoli florets', 'bacon', 'eggs', 'milk', 'grated Parmesan', 'seasoning salt*', 'shredded medium cheddar, divided']"
Moroccan Spiced Sweet Potatoes,https://www.budgetbytes.com/moroccan-spiced-sweet-potatoes/,https://www.budgetbytes.com/wp-content/uploads/2018/01/Moroccan-Spiced-Sweet-Potatoes-H1-268x200.jpg,"['ground cumin', 'ground turmeric', 'cinnamon', 'cayenne pepper', 'paprika', 'salt', 'olive oil', 'sweet potatoes', 'cilantro']"
Pizza Roll Ups,https://www.budgetbytes.com/pizza-roll-ups/,https://www.budgetbytes.com/wp-content/uploads/2017/12/Pizza-Roll-Ups-above-1-268x200.jpg,"['small flour tortillas*', 'pepperoni', 'mozzarella cheese sticks', 'oil, as needed', 'pizza sauce (for dipping)']"
Maple Miso Roasted Carrots,https://www.budgetbytes.com/maple-miso-roasted-carrots/,https://www.budgetbytes.com/wp-content/uploads/2017/12/Maple-Miso-Roasted-Carrots-front-268x200.jpg,"['white miso', 'real maple syrup', 'melted butter', 'grated fresh ginger', 'soy sauce', 'carrots']"
Kimchi Fried Rice,https://www.budgetbytes.com/kimchi-fried-rice/,https://www.budgetbytes.com/wp-content/uploads/2017/12/Kimchi-Fried-Rice-dressed-268x200.jpg,"['broccoli stem (optional)', 'carrot', 'green onions', 'kimchi* plus 2-4 Tbsp kimchi juice', 'eggs', 'light cooking oil', 'cooked, day-old rice', 'soy sauce', 'toasted sesame oil']"
Garlic Parmesan Kale Pasta Meal Prep,https://www.budgetbytes.com/garlic-parmesan-kale-pasta-meal-prep/,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20268%20200'%3E%3C/svg%3E","['olive oil', 'lemon juice', 'garlic, minced', 'dried oregano', 'salt', 'Freshly cracked pepper', 'boneless skinless chicken thighs or breasts']"
Sriracha Pimento Cheese Spread,https://www.budgetbytes.com/sriracha-pimento-cheese-spread/,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20268%20200'%3E%3C/svg%3E","['extra sharp cheddar, shredded*', 'cream cheese, room temperature', 'mayonnaise', 'sriracha (or to taste)', 'diced roasted red peppers', 'green onion']"
Cranberry Almond Cake,https://www.budgetbytes.com/cranberry-almond-cake/,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20268%20200'%3E%3C/svg%3E","['all-purpose flour', 'baking powder', 'butter (salted, room temperature)', 'white sugar', 'large eggs', 'vanilla extract', 'almond extract', 'milk', 'fresh cranberries (about 1.5 cups)', 'sliced almonds']"
Loaded Mashed Potato Bowls,https://www.budgetbytes.com/loaded-mashed-potato-bowls/,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20268%20200'%3E%3C/svg%3E","['prepared mashed potatoes', 'frozen corn kernels*', 'can black beans', 'chili powder**', 'cheddar, shredded', 'BBQ sauce', 'green onions, sliced', 'jalapeño, thinly sliced (optional)']"
Vegetable Pot Pie Skillet,https://www.budgetbytes.com/vegetable-pot-pie-skillet-cheddar-biscuit-topping/,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20268%20200'%3E%3C/svg%3E","['butter', 'onion', 'all-purpose flour', 'whole milk', 'salt', 'dried thyme', 'dried sage', 'Freshly cracked pepper', 'vegetable broth', 'frozen mixed vegetables*']"
Lentil and Sausage Stew,https://www.budgetbytes.com/lentil-sausage-stew/,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20268%20200'%3E%3C/svg%3E","['Italian sausage', 'yellow onion', 'carrots', 'celery', 'garlic', 'brown lentils', 'chicken broth*', 'cayenne', 'smoked paprika', 'ground cumin', 'dried oregano', 'frozen spinach']"
Soy Marinated Tofu Bowls with Spicy Peanut Sauce,https://www.budgetbytes.com/soy-marinated-tofu-bowls-spicy-peanut-sauce/,https://www.budgetbytes.com/wp-content/uploads/2017/12/Soy-Marinated-Tofu-Bowls-with-Peanut-Sauce-eat-268x200.jpg,"['firm tofu', 'light oil*', 'soy sauce', 'garlic, minced', 'brown sugar']"
Apple Dijon Kale Salad,https://www.budgetbytes.com/apple-dijon-kale-salad/,https://www.budgetbytes.com/wp-content/uploads/2012/06/Apple-Dijon-Kale-Salad-H1-268x200.jpg,"['olive oil', 'apple cider vinegar', 'garlic', 'Dijon mustard', 'salt', 'freshly cracked pepper', 'chopped kale (about one bunch)', 'medium granny smith apple', 'raisins', 'walnut halves']"
Make Ahead Seeded Oats,https://www.budgetbytes.com/make-ahead-seeded-oats/,https://www.budgetbytes.com/wp-content/uploads/2017/12/Dressed-up-Make-Ahead-Seeded-Oats-hot-268x200.jpg,"['rolled oats', 'ground flaxseed', 'hulled hemp seeds', 'chia seeds', 'cinnamon', 'salt*', 'water, milk, or non-dairy milk', 'sweetener of choice', 'Optional fresh add-ins: fresh fruit, nuts, peanut butter, jam, maple syrup']"
Smoky Potato Chickpea Stew,https://www.budgetbytes.com/smoky-potato-chickpea-stew/,https://www.budgetbytes.com/wp-content/uploads/2017/11/Smoky-Potato-Chickpea-Stew-spoon-268x200.jpg,"['olive oil', 'garlic', 'grated fresh ginger', 'yellow onion', 'curry powder', 'smoked paprika', 'crushed red pepper', 'fire roasted diced tomatoes', 'russet potatoes (1.75-2 lbs total)', 'chickpeas', 'vegetable broth*', 'fresh kale, chopped']"
Wild Rice and Vegetable Casserole,https://www.budgetbytes.com/wild-rice-vegetable-casserole/,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20268%20200'%3E%3C/svg%3E","['butter', 'onion', 'garlic', 'carrots', 'celery', 'button mushrooms', 'salt', 'Freshly cracked pepper', 'dried thyme', 'dried sage', 'flour', 'vegetable broth', 'whole milk', 'salt, to taste', 'COOKED wild rice blend', 'fried onions*']"
Slow Cooker Hot Buttered Apples,https://www.budgetbytes.com/slow-cooker-hot-buttered-apples/,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20268%20200'%3E%3C/svg%3E","['apples* (about 2″ diameter)', 'lemon juice', 'brown sugar', 'cinnamon', 'ground cloves', 'vanilla', 'salt', 'cornstarch', 'butter', 'water']"
Seeded No-Knead Bread,https://www.budgetbytes.com/seeded-no-knead-bread/,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20268%20200'%3E%3C/svg%3E","['rolled oats', 'chia seeds', 'hemp seed hearts', 'ground flaxseed', 'warm water', 'all-purpose flour', 'whole wheat flour', 'salt', 'instant yeast (or bread machine yeast)', 'room temperature water']"
Orange Cranberry Muffins,https://www.budgetbytes.com/orange-cranberry-muffins/,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20268%20200'%3E%3C/svg%3E","['large orange, zested and juiced']"
Instant Pot Pinto Beans With Chorizo,https://www.budgetbytes.com/instant-pot-pinto-beans-chorizo/,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20268%20200'%3E%3C/svg%3E","['cooking oil', 'dry (Spanish) chorizo', 'yellow onion', 'garlic', 'dry pinto beans', 'bay leaves', 'freshly cracked pepper', 'reduced sodium chicken broth*', 'can diced tomatoes**']"
Apple Spice Pork Chops,https://www.budgetbytes.com/apple-spice-pork-chops/,https://www.budgetbytes.com/wp-content/uploads/2011/01/Apple-Spice-Pork-Chops-finished-268x200.jpg,"['pork chops ', 'vegetable oil ', 'salt and pepper ', 'med onion ', 'fuji apples ', 'butter ', 'brown sugar ', 'cinnamon ', 'nutmeg ', 'chicken broth']"
Apple Spice Pork Chop Meal Prep,https://www.budgetbytes.com/apple-spice-pork-chop-meal-prep/,https://www.budgetbytes.com/wp-content/uploads/2017/10/Apple-Spice-Pork-Chop-Meal-Prep-H1-268x200.jpg,"['russet potatoes', 'chicken broth', 'seasoning*', 'butter']"
Sesame Slaw,https://www.budgetbytes.com/sesame-slaw/,https://www.budgetbytes.com/wp-content/uploads/2017/10/Sesame-Slaw-with-Gyoza-268x200.jpg,"['neutral salad oil*', 'rice vinegar', 'soy sauce', 'toasted sesame oil', 'brown sugar', 'grated fresh ginger', 'sesame seeds']"
Braised Red Cabbage,https://www.budgetbytes.com/braised-red-cabbage/,https://www.budgetbytes.com/wp-content/uploads/2017/10/Braised-Red-Cabbage-plate-268x200.jpg,"['butter', 'yellow onion', 'red cabbage (about 6-8 cups shredded)', 'granny smith apple', 'apple cider vinegar', 'water (or more as needed)', 'salt', 'Freshly cracked pepper']"
Moroccan Lentil and Vegetable Soup,https://www.budgetbytes.com/moroccan-lentil-vegetable-stew/,https://www.budgetbytes.com/wp-content/uploads/2014/11/Moroccan-Lentil-and-Vegetable-Stew-bowl-268x200.jpg,"['olive oil ', 'yellow onion ', 'garlic, minced', 'celery', 'ground cumin ', 'turmeric ', 'cinnamon ', 'cayenne pepper ', 'chickpeas ', 'diced tomatoes ', 'frozen cauliflower florets ', 'vegetable broth ', 'brown lentils, dry', 'bay leaf ']"
